Student_ID,skill,Test_ID,Type,Days_prepared,TimeTaken,score
107,equivalent-fractions-decimals-percents,50,textfieldquestion,34,120,80.0
107,equivalent-fractions-decimals-percents,38,radioquestion,47,102,82.0
107,equivalent-fractions-decimals-percents,70,textfieldquestion,11,114,89.0
107,equivalent-fractions-decimals-percents,78,interfaceradioquestion,11,54,40.0
107,equivalent-fractions-decimals-percents,39,checkboxquestion,78,44,52.0
107,equivalent-fractions-decimals-percents,31,interfaceradioquestion1,71,48,54.0
107,equivalent-fractions-decimals-percents,49,textfieldquestion,13,104,84.0
107,equivalent-fractions-decimals-percents,59,textfieldquestion,21,33,33.0
107,equivalent-fractions-decimals-percents,17,checkboxquestion,21,114,87.0
107,equivalent-fractions-decimals-percents,2,algebra,78,78,82.0
107,equivalent-fractions-decimals-percents,71,checkboxquestion,27,112,75.0
107,equivalent-fractions-decimals-percents,65,popupmenuquestion,77,54,58.0
108,finding-percents,26,interfaceradioquestion,38,57,51.0
108,finding-percents,48,algebra,7,103,46.0
108,finding-percents,87,interfacepopupmenuquestion1,45,115,87.0
108,finding-percents,63,algebra,20,98,70.0
108,finding-percents,44,algebrafieldquestion1,70,70,89.0
108,finding-percents,98,interfacetextfieldquestion1,49,34,43.0
108,finding-percents,93,interfaceradioquestion1,42,103,1.0
108,finding-percents,1,algebra,63,78,75.0
108,finding-percents,86,algebrafieldquestion,62,106,7.0
108,finding-percents,78,interfaceradioquestion,12,59,57.0
108,finding-percents,62,interfacepopupmenuquestion1,77,37,50.0
108,finding-percents,49,textfieldquestion,13,114,95.0
108,finding-percents,96,algebra,55,80,90.0
108,finding-percents,68,checkboxquestion,30,112,87.0
108,finding-percents,3,popupmenuquestion,19,68,61.0
108,finding-percents,100,popupmenuquestion,61,49,61.0
108,finding-percents,38,radioquestion,16,50,44.0
108,finding-percents,8,interfaceradioquestion,67,97,0.0
108,finding-percents,50,textfieldquestion,17,105,74.0
108,finding-percents,33,algebrafieldquestion1,32,32,11.0
108,finding-percents,65,popupmenuquestion,62,57,55.0
108,finding-percents,32,checkboxquestion,67,67,47.0
108,finding-percents,39,checkboxquestion,60,113,90.0
108,finding-percents,43,checkboxquestion,30,92,65.0
108,finding-percents,58,popupmenuquestion,24,118,4.0
108,finding-percents,54,interfacetextfieldquestion,36,30,41.0
108,finding-percents,47,checkboxquestion,50,88,95.0
108,finding-percents,61,interfacepopupmenuquestion1,38,42,43.0
108,finding-percents,15,interfacetextfieldquestion,46,40,55.0
108,finding-percents,97,interfaceradioquestion,64,47,37.0
108,finding-percents,7,interfaceradioquestion1,30,79,49.0
108,finding-percents,23,interfacepopupmenuquestion1,32,92,78.0
108,finding-percents,60,interfacetextfieldquestion,37,32,26.0
108,finding-percents,37,other,27,116,82.0
108,finding-percents,29,algebra,26,120,1.0
108,finding-percents,42,algebra,71,66,83.0
108,finding-percents,75,textfieldquestion,29,54,29.0
108,finding-percents,72,algebrafieldquestion,20,39,38.0
108,finding-percents,11,textfieldquestion,35,91,72.0
108,finding-percents,79,interfacetextfieldquestion,56,70,64.0
108,finding-percents,46,algebra,17,62,71.0
108,finding-percents,55,checkboxquestion,77,117,0.0
108,finding-percents,31,interfaceradioquestion1,56,30,44.0
108,finding-percents,92,interfacepopupmenuquestion1,80,99,98.0
108,finding-percents,16,interfacepopupmenuquestion1,37,85,82.0
108,finding-percents,53,other,43,30,27.0
108,finding-percents,67,textfieldquestion,46,117,95.0
108,finding-percents,90,radioquestion,70,119,7.0
108,finding-percents,73,textfieldquestion,75,113,85.0
108,finding-percents,91,interfaceradioquestion,31,69,62.0
108,finding-percents,95,checkboxquestion,17,33,27.0
108,finding-percents,21,other,42,90,91.0
108,finding-percents,69,other,9,31,22.0
108,finding-percents,81,checkboxquestion,14,34,16.0
108,finding-percents,76,interfacepopupmenuquestion1,50,86,65.0
108,finding-percents,82,textfieldquestion,9,74,46.0
108,finding-percents,12,interfaceradioquestion,50,38,37.0
108,finding-percents,94,popupmenuquestion,71,85,77.0
108,finding-percents,22,interfaceradioquestion1,46,67,70.0
108,finding-percents,71,checkboxquestion,56,38,55.0
108,finding-percents,59,textfieldquestion,77,52,58.0
108,finding-percents,89,interfacepopupmenuquestion1,8,81,76.0
108,finding-percents,17,checkboxquestion,70,34,72.0
108,finding-percents,80,algebra,58,119,95.0
108,finding-percents,13,algebrafieldquestion1,21,76,60.0
108,finding-percents,24,popupmenuquestion,78,70,70.0
108,finding-percents,64,other,33,33,13.0
108,finding-percents,6,interfacepopupmenuquestion1,6,67,67.0
108,finding-percents,20,other,36,107,90.0
108,finding-percents,85,interfaceradioquestion1,64,43,32.0
109,area-concept,85,interfaceradioquestion1,64,109,2.0
109,area-concept,9,interfaceradioquestion1,32,115,84.0
109,area-concept,49,textfieldquestion,30,74,57.0
109,area-concept,2,algebra,31,108,66.0
109,area-concept,99,radioquestion,7,85,56.0
109,area-concept,81,checkboxquestion,30,87,99.0
109,area-concept,88,interfacepopupmenuquestion1,30,41,26.0
109,area-concept,31,interfaceradioquestion1,52,65,71.0
109,area-concept,76,interfacepopupmenuquestion1,50,89,67.0
109,area-concept,33,algebrafieldquestion1,41,48,52.0
109,area-concept,10,interfaceradioquestion1,52,102,75.0
109,area-concept,8,interfaceradioquestion,42,47,47.0
109,area-concept,11,textfieldquestion,54,105,0.0
109,area-concept,29,algebra,74,113,6.0
109,area-concept,48,algebra,17,104,70.0
109,area-concept,75,textfieldquestion,51,85,64.0
109,area-concept,63,algebra,71,59,50.0
109,area-concept,34,noprobtype,18,80,63.0
109,area-concept,15,interfacetextfieldquestion,79,91,87.0
109,area-concept,44,algebrafieldquestion1,74,38,56.0
109,area-concept,89,interfacepopupmenuquestion1,40,116,91.0
109,area-concept,95,checkboxquestion,51,65,55.0
109,area-concept,24,popupmenuquestion,9,76,85.0
109,area-concept,69,other,41,35,42.0
109,area-concept,45,other,53,57,43.0
109,area-concept,22,interfaceradioquestion1,14,79,62.0
109,area-concept,28,noprobtype,38,98,81.0
109,area-concept,51,algebra,52,51,35.0
109,area-concept,50,textfieldquestion,67,66,80.0
109,area-concept,7,interfaceradioquestion1,8,86,64.0
109,area-concept,27,other,62,45,43.0
109,area-concept,19,popupmenuquestion,31,112,97.0
109,area-concept,5,algebrafieldquestion,65,42,55.0
109,area-concept,32,checkboxquestion,23,40,23.0
109,area-concept,54,interfacetextfieldquestion,9,40,21.0
109,area-concept,20,other,12,120,86.0
109,area-concept,40,algebrafieldquestion1,37,68,38.0
109,area-concept,53,other,19,98,80.0
109,area-concept,42,algebra,42,66,58.0
109,area-concept,55,checkboxquestion,79,48,69.0
109,area-concept,94,popupmenuquestion,43,85,74.0
109,area-concept,65,popupmenuquestion,52,106,93.0
109,area-concept,72,algebrafieldquestion,23,64,41.0
109,area-concept,98,interfacetextfieldquestion1,60,88,73.0
109,area-concept,3,popupmenuquestion,58,93,70.0
109,area-concept,52,popupmenuquestion,64,116,90.0
109,area-concept,46,algebra,59,89,80.0
109,area-concept,47,checkboxquestion,43,72,67.0
109,area-concept,84,radioquestion,64,59,62.0
109,area-concept,83,interfaceradioquestion,21,30,6.0
109,area-concept,26,interfaceradioquestion,31,109,83.0
109,area-concept,64,other,60,59,54.0
109,area-concept,23,interfacepopupmenuquestion1,57,118,6.0
109,area-concept,4,textfieldquestion,38,53,52.0
109,area-concept,13,algebrafieldquestion1,7,34,29.0
109,area-concept,73,textfieldquestion,64,95,67.0
109,area-concept,71,checkboxquestion,24,38,46.0
109,area-concept,91,interfaceradioquestion,46,96,88.0
109,area-concept,61,interfacepopupmenuquestion1,63,47,56.0
109,area-concept,41,radioquestion,63,83,56.0
109,area-concept,62,interfacepopupmenuquestion1,54,108,98.0
109,area-concept,70,textfieldquestion,18,116,84.0
109,area-concept,17,checkboxquestion,36,113,100.0
109,area-concept,57,interfacetextfieldquestion1,27,109,81.0
109,area-concept,86,algebrafieldquestion,26,68,57.0
109,area-concept,38,radioquestion,40,47,61.0
109,area-concept,92,interfacepopupmenuquestion1,52,107,79.0
109,area-concept,96,algebra,48,97,83.0
109,area-concept,87,interfacepopupmenuquestion1,30,47,45.0
109,area-concept,16,interfacepopupmenuquestion1,8,92,59.0
110,application: compare points,69,other,36,76,53.0
110,application: compare points,20,other,53,116,3.0
110,application: compare points,17,checkboxquestion,10,64,53.0
110,application: compare points,28,noprobtype,23,66,53.0
110,application: compare points,78,interfaceradioquestion,67,34,56.0
110,application: compare points,25,algebrafieldquestion,62,80,70.0
110,application: compare points,89,interfacepopupmenuquestion1,14,106,88.0
110,application: compare points,37,other,36,93,87.0
110,application: compare points,55,checkboxquestion,40,30,29.0
110,application: compare points,1,algebra,25,66,69.0
110,application: compare points,72,algebrafieldquestion,79,32,32.0
110,application: compare points,52,popupmenuquestion,55,64,76.0
110,application: compare points,36,checkboxquestion,41,33,38.0
110,application: compare points,74,noprobtype,5,93,61.0
110,application: compare points,30,popupmenuquestion,58,107,97.0
110,application: compare points,27,other,60,74,64.0
110,application: compare points,61,interfacepopupmenuquestion1,32,103,71.0
110,application: compare points,79,interfacetextfieldquestion,49,34,38.0
110,application: compare points,41,radioquestion,54,81,73.0
110,application: compare points,31,interfaceradioquestion1,69,106,84.0
110,application: compare points,22,interfaceradioquestion1,54,119,76.0
110,application: compare points,56,radioquestion,60,74,84.0
110,application: compare points,91,interfaceradioquestion,40,58,52.0
110,application: compare points,94,popupmenuquestion,73,34,42.0
110,application: compare points,100,popupmenuquestion,70,110,91.0
110,application: compare points,16,interfacepopupmenuquestion1,53,35,59.0
110,application: compare points,88,interfacepopupmenuquestion1,51,53,48.0
110,application: compare points,90,radioquestion,36,62,58.0
110,application: compare points,60,interfacetextfieldquestion,72,101,94.0
110,application: compare points,21,other,48,99,84.0
110,application: compare points,43,checkboxquestion,16,34,19.0
110,application: compare points,3,popupmenuquestion,16,54,35.0
110,application: compare points,66,algebra,25,120,82.0
110,application: compare points,34,noprobtype,48,113,11.0
110,application: compare points,64,other,79,114,93.0
110,application: compare points,70,textfieldquestion,14,84,63.0
110,application: compare points,4,textfieldquestion,19,35,34.0
110,application: compare points,23,interfacepopupmenuquestion1,58,105,77.0
110,application: compare points,81,checkboxquestion,78,87,90.0
110,application: compare points,50,textfieldquestion,77,96,12.0
110,application: compare points,93,interfaceradioquestion1,65,74,80.0
110,application: compare points,75,textfieldquestion,22,37,21.0
110,application: compare points,54,interfacetextfieldquestion,21,93,53.0
110,application: compare points,82,textfieldquestion,23,86,72.0
110,application: compare points,67,textfieldquestion,12,33,22.0
110,application: compare points,83,interfaceradioquestion,25,105,71.0
110,application: compare points,18,radioquestion,12,106,90.0
110,application: compare points,53,other,11,50,39.0
110,application: compare points,42,algebra,5,83,61.0
110,application: compare points,6,interfacepopupmenuquestion1,10,72,40.0
110,application: compare points,40,algebrafieldquestion1,42,63,54.0
110,application: compare points,10,interfaceradioquestion1,39,67,73.0
110,application: compare points,73,textfieldquestion,54,74,68.0
110,application: compare points,14,other,15,109,82.0
110,application: compare points,85,interfaceradioquestion1,38,115,99.0
110,application: compare points,92,interfacepopupmenuquestion1,78,119,27.0
110,application: compare points,98,interfacetextfieldquestion1,33,31,41.0
110,application: compare points,38,radioquestion,19,61,45.0
110,application: compare points,11,textfieldquestion,75,68,66.0
110,application: compare points,68,checkboxquestion,66,110,99.0
110,application: compare points,48,algebra,32,87,58.0
110,application: compare points,13,algebrafieldquestion1,29,45,37.0
110,application: compare points,80,algebra,15,75,60.0
110,application: compare points,32,checkboxquestion,77,52,69.0
110,application: compare points,15,interfacetextfieldquestion,35,109,91.0
110,application: compare points,44,algebrafieldquestion1,11,80,62.0
110,application: compare points,39,checkboxquestion,69,66,72.0
110,application: compare points,35,checkboxquestion,58,92,83.0
110,application: compare points,99,radioquestion,55,91,99.0
110,application: compare points,95,checkboxquestion,19,38,36.0
111,measurement,35,checkboxquestion,21,35,10.0
111,measurement,68,checkboxquestion,51,54,69.0
111,measurement,96,algebra,9,60,59.0
111,measurement,48,algebra,13,77,51.0
111,measurement,89,interfacepopupmenuquestion1,46,37,34.0
111,measurement,51,algebra,48,55,67.0
111,measurement,12,interfaceradioquestion,33,73,47.0
111,measurement,34,noprobtype,8,48,34.0
111,measurement,22,interfaceradioquestion1,43,43,42.0
111,measurement,99,radioquestion,17,119,1.0
111,measurement,94,popupmenuquestion,32,114,84.0
111,measurement,11,textfieldquestion,79,68,74.0
111,measurement,70,textfieldquestion,25,82,67.0
111,measurement,61,interfacepopupmenuquestion1,27,102,85.0
111,measurement,87,interfacepopupmenuquestion1,57,112,83.0
111,measurement,85,interfaceradioquestion1,79,58,55.0
111,measurement,90,radioquestion,49,116,93.0
111,measurement,30,popupmenuquestion,49,90,68.0
111,measurement,47,checkboxquestion,76,104,95.0
111,measurement,60,interfacetextfieldquestion,33,120,91.0
111,measurement,78,interfaceradioquestion,34,92,80.0
111,measurement,95,checkboxquestion,34,106,72.0
111,measurement,93,interfaceradioquestion1,20,35,25.0
111,measurement,2,algebra,22,58,53.0
111,measurement,3,popupmenuquestion,37,88,76.0
111,measurement,14,other,16,105,68.0
111,measurement,40,algebrafieldquestion1,33,83,55.0
111,measurement,57,interfacetextfieldquestion1,60,72,64.0
111,measurement,98,interfacetextfieldquestion1,14,104,68.0
111,measurement,50,textfieldquestion,63,116,99.0
111,measurement,19,popupmenuquestion,71,104,5.0
111,measurement,81,checkboxquestion,50,92,79.0
111,measurement,74,noprobtype,52,95,79.0
111,measurement,86,algebrafieldquestion,75,37,32.0
111,measurement,72,algebrafieldquestion,65,36,46.0
111,measurement,5,algebrafieldquestion,72,100,93.0
111,measurement,73,textfieldquestion,69,98,88.0
111,measurement,33,algebrafieldquestion1,9,40,16.0
111,measurement,38,radioquestion,80,80,76.0
111,measurement,15,interfacetextfieldquestion,20,42,32.0
111,measurement,37,other,73,52,57.0
111,measurement,39,checkboxquestion,61,97,82.0
111,measurement,32,checkboxquestion,57,107,85.0
111,measurement,79,interfacetextfieldquestion,45,75,46.0
111,measurement,56,radioquestion,38,100,89.0
111,measurement,4,textfieldquestion,23,55,45.0
111,measurement,24,popupmenuquestion,41,39,41.0
111,measurement,17,checkboxquestion,35,91,69.0
111,measurement,26,interfaceradioquestion,13,35,36.0
111,measurement,82,textfieldquestion,68,58,59.0
111,measurement,21,other,51,62,63.0
111,measurement,71,checkboxquestion,25,83,69.0
111,measurement,45,other,5,96,62.0
111,measurement,80,algebra,56,87,69.0
111,measurement,44,algebrafieldquestion1,9,34,10.0
111,measurement,16,interfacepopupmenuquestion1,17,77,56.0
111,measurement,9,interfaceradioquestion1,14,76,59.0
111,measurement,42,algebra,28,61,59.0
111,measurement,59,textfieldquestion,46,60,52.0
111,measurement,100,popupmenuquestion,6,96,71.0
111,measurement,13,algebrafieldquestion1,30,44,29.0
111,measurement,64,other,27,34,38.0
111,measurement,28,noprobtype,24,111,98.0
111,measurement,1,algebra,42,94,66.0
111,measurement,18,radioquestion,29,93,70.0
111,measurement,27,other,10,100,65.0
111,measurement,43,checkboxquestion,41,89,83.0
111,measurement,25,algebrafieldquestion,18,69,73.0
111,measurement,10,interfaceradioquestion1,69,64,51.0
111,measurement,36,checkboxquestion,71,38,40.0
112,multiplication,28,noprobtype,16,117,98.0
112,multiplication,67,textfieldquestion,44,116,93.0
112,multiplication,31,interfaceradioquestion1,39,35,37.0
112,multiplication,76,interfacepopupmenuquestion1,62,37,27.0
112,multiplication,98,interfacetextfieldquestion1,8,31,26.0
112,multiplication,55,checkboxquestion,76,55,74.0
112,multiplication,77,popupmenuquestion,62,92,95.0
112,multiplication,18,radioquestion,55,102,87.0
112,multiplication,71,checkboxquestion,73,31,53.0
112,multiplication,45,other,24,112,90.0
112,multiplication,81,checkboxquestion,40,62,57.0
112,multiplication,97,interfaceradioquestion,25,117,0.0
112,multiplication,50,textfieldquestion,78,95,94.0
112,multiplication,44,algebrafieldquestion1,74,35,42.0
112,multiplication,54,interfacetextfieldquestion,8,80,61.0
112,multiplication,38,radioquestion,23,34,30.0
112,multiplication,48,algebra,41,108,83.0
112,multiplication,78,interfaceradioquestion,27,56,42.0
112,multiplication,23,interfacepopupmenuquestion1,45,37,24.0
112,multiplication,12,interfaceradioquestion,35,30,24.0
112,multiplication,1,algebra,47,75,61.0
112,multiplication,13,algebrafieldquestion1,35,94,73.0
112,multiplication,36,checkboxquestion,67,97,1.0
112,multiplication,25,algebrafieldquestion,68,119,6.0
112,multiplication,39,checkboxquestion,22,85,59.0
112,multiplication,83,interfaceradioquestion,13,81,36.0
112,multiplication,19,popupmenuquestion,10,109,59.0
112,multiplication,30,popupmenuquestion,46,109,97.0
112,multiplication,92,interfacepopupmenuquestion1,50,51,58.0
112,multiplication,46,algebra,73,37,50.0
112,multiplication,95,checkboxquestion,72,72,77.0
112,multiplication,93,interfaceradioquestion1,20,51,49.0
112,multiplication,47,checkboxquestion,62,100,70.0
112,multiplication,21,other,71,83,80.0
112,multiplication,40,algebrafieldquestion1,78,119,17.0
112,multiplication,51,algebra,10,62,44.0
112,multiplication,24,popupmenuquestion,34,91,76.0
112,multiplication,3,popupmenuquestion,21,91,68.0
112,multiplication,8,interfaceradioquestion,15,56,55.0
112,multiplication,58,popupmenuquestion,29,84,77.0
112,multiplication,60,interfacetextfieldquestion,7,31,22.0
112,multiplication,7,interfaceradioquestion1,47,72,73.0
112,multiplication,37,other,47,87,76.0
112,multiplication,17,checkboxquestion,50,71,63.0
112,multiplication,70,textfieldquestion,35,108,7.0
112,multiplication,34,noprobtype,23,80,59.0
112,multiplication,29,algebra,53,97,84.0
112,multiplication,4,textfieldquestion,20,65,53.0
112,multiplication,59,textfieldquestion,15,60,55.0
112,multiplication,49,textfieldquestion,51,107,100.0
112,multiplication,96,algebra,27,95,68.0
112,multiplication,61,interfacepopupmenuquestion1,34,69,61.0
112,multiplication,94,popupmenuquestion,25,108,89.0
112,multiplication,100,popupmenuquestion,22,44,47.0
112,multiplication,72,algebrafieldquestion,29,59,43.0
112,multiplication,68,checkboxquestion,16,94,61.0
112,multiplication,26,interfaceradioquestion,76,110,94.0
112,multiplication,6,interfacepopupmenuquestion1,17,54,36.0
112,multiplication,56,radioquestion,13,89,79.0
112,multiplication,10,interfaceradioquestion1,78,116,99.0
112,multiplication,16,interfacepopupmenuquestion1,43,88,74.0
112,multiplication,62,interfacepopupmenuquestion1,12,99,58.0
112,multiplication,35,checkboxquestion,39,108,81.0
112,multiplication,73,textfieldquestion,74,30,53.0
112,multiplication,20,other,43,94,82.0
112,multiplication,89,interfacepopupmenuquestion1,32,116,97.0
112,multiplication,69,other,78,117,91.0
112,multiplication,14,other,58,106,80.0
112,multiplication,90,radioquestion,8,104,75.0
112,multiplication,74,noprobtype,13,87,53.0
113,multiplying-decimals,37,other,26,63,56.0
113,multiplying-decimals,76,interfacepopupmenuquestion1,40,104,83.0
113,multiplying-decimals,93,interfaceradioquestion1,43,67,67.0
113,multiplying-decimals,43,checkboxquestion,10,37,46.0
113,multiplying-decimals,15,interfacetextfieldquestion,5,43,42.0
113,multiplying-decimals,33,algebrafieldquestion1,42,45,46.0
113,multiplying-decimals,55,checkboxquestion,36,57,43.0
113,multiplying-decimals,3,popupmenuquestion,9,93,63.0
113,multiplying-decimals,49,textfieldquestion,40,81,77.0
113,multiplying-decimals,50,textfieldquestion,7,114,77.0
113,multiplying-decimals,59,textfieldquestion,27,37,36.0
113,multiplying-decimals,75,textfieldquestion,75,120,88.0
113,multiplying-decimals,88,interfacepopupmenuquestion1,57,75,75.0
113,multiplying-decimals,57,interfacetextfieldquestion1,16,72,55.0
113,multiplying-decimals,2,algebra,8,71,54.0
113,multiplying-decimals,74,noprobtype,52,51,46.0
113,multiplying-decimals,18,radioquestion,54,95,80.0
113,multiplying-decimals,26,interfaceradioquestion,9,39,21.0
113,multiplying-decimals,77,popupmenuquestion,77,36,39.0
113,multiplying-decimals,13,algebrafieldquestion1,7,38,31.0
113,multiplying-decimals,96,algebra,68,98,90.0
113,multiplying-decimals,97,interfaceradioquestion,47,49,40.0
113,multiplying-decimals,12,interfaceradioquestion,16,110,82.0
113,multiplying-decimals,68,checkboxquestion,40,49,38.0
113,multiplying-decimals,35,checkboxquestion,53,107,88.0
113,multiplying-decimals,89,interfacepopupmenuquestion1,35,91,78.0
113,multiplying-decimals,86,algebrafieldquestion,70,37,41.0
113,multiplying-decimals,99,radioquestion,75,65,71.0
113,multiplying-decimals,31,interfaceradioquestion1,17,64,50.0
113,multiplying-decimals,16,interfacepopupmenuquestion1,78,38,45.0
113,multiplying-decimals,7,interfaceradioquestion1,11,34,15.0
113,multiplying-decimals,39,checkboxquestion,27,100,90.0
113,multiplying-decimals,24,popupmenuquestion,64,91,79.0
113,multiplying-decimals,19,popupmenuquestion,74,105,100.0
113,multiplying-decimals,41,radioquestion,31,103,72.0
113,multiplying-decimals,25,algebrafieldquestion,54,45,40.0
113,multiplying-decimals,65,popupmenuquestion,63,108,2.0
113,multiplying-decimals,73,textfieldquestion,30,33,28.0
113,multiplying-decimals,98,interfacetextfieldquestion1,67,110,10.0
113,multiplying-decimals,90,radioquestion,36,90,78.0
113,multiplying-decimals,1,algebra,71,119,15.0
113,multiplying-decimals,30,popupmenuquestion,26,43,58.0
113,multiplying-decimals,53,other,9,114,85.0
113,multiplying-decimals,78,interfaceradioquestion,23,107,78.0
113,multiplying-decimals,71,checkboxquestion,67,74,66.0
113,multiplying-decimals,42,algebra,29,99,84.0
113,multiplying-decimals,94,popupmenuquestion,17,63,47.0
113,multiplying-decimals,67,textfieldquestion,67,99,67.0
113,multiplying-decimals,63,algebra,19,118,78.0
113,multiplying-decimals,79,interfacetextfieldquestion,47,109,83.0
113,multiplying-decimals,40,algebrafieldquestion1,62,75,76.0
113,multiplying-decimals,32,checkboxquestion,56,81,80.0
113,multiplying-decimals,95,checkboxquestion,15,77,66.0
113,multiplying-decimals,5,algebrafieldquestion,60,109,95.0
113,multiplying-decimals,4,textfieldquestion,19,34,23.0
113,multiplying-decimals,45,other,23,117,73.0
113,multiplying-decimals,87,interfacepopupmenuquestion1,19,35,28.0
113,multiplying-decimals,17,checkboxquestion,58,94,82.0
113,multiplying-decimals,91,interfaceradioquestion,68,40,64.0
113,multiplying-decimals,21,other,11,98,58.0
113,multiplying-decimals,92,interfacepopupmenuquestion1,63,56,68.0
113,multiplying-decimals,84,radioquestion,53,80,90.0
113,multiplying-decimals,66,algebra,41,32,48.0
113,multiplying-decimals,9,interfaceradioquestion1,80,61,62.0
113,multiplying-decimals,44,algebrafieldquestion1,58,96,79.0
113,multiplying-decimals,28,noprobtype,50,99,83.0
113,multiplying-decimals,70,textfieldquestion,6,48,34.0
113,multiplying-decimals,100,popupmenuquestion,79,51,44.0
113,multiplying-decimals,14,other,16,107,99.0
113,multiplying-decimals,54,interfacetextfieldquestion,73,51,51.0
114,linear-area-volume-conversion,31,interfaceradioquestion1,6,51,42.0
114,linear-area-volume-conversion,24,popupmenuquestion,56,110,97.0
114,linear-area-volume-conversion,15,interfacetextfieldquestion,74,83,73.0
114,linear-area-volume-conversion,80,algebra,78,103,83.0
114,linear-area-volume-conversion,25,algebrafieldquestion,27,56,50.0
114,linear-area-volume-conversion,48,algebra,58,30,43.0
114,linear-area-volume-conversion,75,textfieldquestion,19,118,81.0
114,linear-area-volume-conversion,76,interfacepopupmenuquestion1,17,64,46.0
114,linear-area-volume-conversion,82,textfieldquestion,73,33,35.0
114,linear-area-volume-conversion,85,interfaceradioquestion1,79,39,53.0
114,linear-area-volume-conversion,4,textfieldquestion,55,98,91.0
114,linear-area-volume-conversion,83,interfaceradioquestion,57,32,56.0
114,linear-area-volume-conversion,56,radioquestion,80,62,64.0
114,linear-area-volume-conversion,35,checkboxquestion,29,74,64.0
114,linear-area-volume-conversion,1,algebra,62,87,70.0
114,linear-area-volume-conversion,26,interfaceradioquestion,64,90,90.0
114,linear-area-volume-conversion,53,other,75,102,14.0
114,linear-area-volume-conversion,11,textfieldquestion,73,83,63.0
114,linear-area-volume-conversion,44,algebrafieldquestion1,18,113,78.0
114,linear-area-volume-conversion,8,interfaceradioquestion,46,101,79.0
114,linear-area-volume-conversion,100,popupmenuquestion,26,63,58.0
114,linear-area-volume-conversion,7,interfaceradioquestion1,34,52,61.0
114,linear-area-volume-conversion,42,algebra,60,91,99.0
114,linear-area-volume-conversion,73,textfieldquestion,13,72,34.0
114,linear-area-volume-conversion,23,interfacepopupmenuquestion1,22,50,62.0
114,linear-area-volume-conversion,98,interfacetextfieldquestion1,60,46,48.0
114,linear-area-volume-conversion,6,interfacepopupmenuquestion1,51,89,50.0
114,linear-area-volume-conversion,28,noprobtype,35,98,78.0
114,linear-area-volume-conversion,61,interfacepopupmenuquestion1,13,42,33.0
114,linear-area-volume-conversion,36,checkboxquestion,33,71,74.0
114,linear-area-volume-conversion,47,checkboxquestion,75,54,66.0
114,linear-area-volume-conversion,52,popupmenuquestion,10,68,48.0
114,linear-area-volume-conversion,69,other,57,120,95.0
114,linear-area-volume-conversion,2,algebra,19,63,55.0
114,linear-area-volume-conversion,58,popupmenuquestion,61,41,37.0
114,linear-area-volume-conversion,65,popupmenuquestion,64,35,58.0
114,linear-area-volume-conversion,91,interfaceradioquestion,50,63,58.0
114,linear-area-volume-conversion,66,algebra,66,67,53.0
114,linear-area-volume-conversion,30,popupmenuquestion,42,69,65.0
114,linear-area-volume-conversion,41,radioquestion,78,98,75.0
114,linear-area-volume-conversion,13,algebrafieldquestion1,43,105,93.0
114,linear-area-volume-conversion,21,other,40,91,93.0
114,linear-area-volume-conversion,39,checkboxquestion,30,59,40.0
114,linear-area-volume-conversion,40,algebrafieldquestion1,17,30,26.0
114,linear-area-volume-conversion,62,interfacepopupmenuquestion1,78,112,2.0
114,linear-area-volume-conversion,94,popupmenuquestion,58,99,83.0
114,linear-area-volume-conversion,60,interfacetextfieldquestion,5,36,30.0
114,linear-area-volume-conversion,88,interfacepopupmenuquestion1,10,101,64.0
114,linear-area-volume-conversion,64,other,49,58,59.0
114,linear-area-volume-conversion,90,radioquestion,29,107,89.0
114,linear-area-volume-conversion,20,other,38,102,97.0
114,linear-area-volume-conversion,32,checkboxquestion,63,57,62.0
114,linear-area-volume-conversion,3,popupmenuquestion,74,114,6.0
114,linear-area-volume-conversion,59,textfieldquestion,23,103,90.0
114,linear-area-volume-conversion,79,interfacetextfieldquestion,12,87,66.0
114,linear-area-volume-conversion,55,checkboxquestion,21,67,46.0
114,linear-area-volume-conversion,92,interfacepopupmenuquestion1,35,51,47.0
114,linear-area-volume-conversion,54,interfacetextfieldquestion,54,81,76.0
114,linear-area-volume-conversion,99,radioquestion,42,41,42.0
114,linear-area-volume-conversion,46,algebra,68,46,59.0
114,linear-area-volume-conversion,77,popupmenuquestion,69,86,74.0
114,linear-area-volume-conversion,14,other,7,65,64.0
114,linear-area-volume-conversion,18,radioquestion,20,119,87.0
114,linear-area-volume-conversion,5,algebrafieldquestion,30,112,94.0
114,linear-area-volume-conversion,74,noprobtype,36,71,66.0
114,linear-area-volume-conversion,71,checkboxquestion,66,91,93.0
114,linear-area-volume-conversion,57,interfacetextfieldquestion1,38,30,35.0
114,linear-area-volume-conversion,33,algebrafieldquestion1,23,98,77.0
114,linear-area-volume-conversion,63,algebra,40,117,87.0
114,linear-area-volume-conversion,45,other,13,72,45.0
115,perimeter,8,interfaceradioquestion,33,56,45.0
115,perimeter,30,popupmenuquestion,13,51,44.0
115,perimeter,79,interfacetextfieldquestion,37,32,44.0
115,perimeter,46,algebra,61,59,54.0
115,perimeter,58,popupmenuquestion,16,57,42.0
115,perimeter,90,radioquestion,69,40,33.0
115,perimeter,100,popupmenuquestion,36,42,27.0
115,perimeter,6,interfacepopupmenuquestion1,19,111,2.0
